shelf,flat,col,row,acs,trt,days,date,hyp,int1,int2,int3,int4,petleng,leafleng,leafwid,leafnum,ndvi,lat,lon,alt,species,who
X,30,E,1,LA2748,H,28,5/5/08,16.46,1.04,0.72,0.75,1,7.38,23.16,25.27,5,105,-20.4833,-69.9833,1020,S. chilense,Pepe
X,30,F,1,LA2931,H,28,5/5/08,40.51,0.65,1.03,1.03,0.9,6.8,27.58,36.86,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
X,30,G,1,LA1317,H,28,5/5/08,28.96,1.67,5.97,6.46,3.63,15.97,40.56,45.26,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
X,30,I,1,LA1918,H,28,5/5/08,30.29,1.88,1.36,4.42,3.29,7.93,41.98,44.26,5,118,-14.2667,-74.9167,2920,S. habrochaites,Pepe
X,30,B,2,LA3788,H,28,5/5/08,22.88,0.98,0.4,1.43,1.02,14.92,28.76,29.83,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
X,30,C,2,LA1336,H,28,5/5/08,51.57,3.42,3,2.81,0.89,10.34,20.49,20.95,5,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
X,30,D,2,LA3795,H,28,5/5/08,28.85,1.95,2.53,1.94,1.28,7.89,20.92,18.91,4,123,-10.15,-77.35,3540,S. peruvianum,Pepe
X,30,E,2,LA2773,H,28,5/5/08,21.79,1.1,1.13,0.33,0.96,4.39,22.26,26.73,4,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,30,F,2,LA2773,H,28,5/5/08,22.37,0.43,0.44,0.91,0.43,4.57,18.13,18.72,4,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,30,G,2,LA1318,H,28,5/5/08,28.17,7.68,7.18,8.06,4.64,19.38,43.1,54.51,5,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
X,30,H,2,LA1361,H,28,5/5/08,30.48,1.99,4.45,4.45,5.39,9.47,21.21,31.21,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,30,I,2,LA1954,H,28,5/5/08,39.87,3.62,1.78,2.66,1.99,8.04,31.79,27.96,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,30,B,3,LA3791,H,28,5/5/08,25,0.85,1.08,1.13,0.2,9.95,19.56,21.52,5,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
X,30,C,3,LA1474,H,28,5/5/08,33.1,1.56,1.03,2.56,3.82,13.63,25.43,32.48,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,30,D,3,LA1958,H,28,5/5/08,30.46,1,0.37,1.49,1.42,11.69,36.88,35.66,5,100,-17.25,-71.25,1336,S. chilense,Pepe
X,30,F,3,LA1306,H,28,5/5/08,31.17,1.36,3.63,5.49,3.3,12.47,41.84,47.15,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
X,30,G,3,LA2663,H,28,5/5/08,29.28,2.51,5.46,5.05,3.29,13.21,33.92,39.62,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
X,30,H,3,LA1363,H,28,5/5/08,20.65,1.89,3.59,2.74,1.3,13.22,35.14,34,4,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
X,30,I,3,LA2167,H,28,5/5/08,27.09,2.14,2.32,2.96,2.69,16.09,35.73,33.22,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,30,A,4,LA1474,H,28,5/5/08,40.47,0.85,1.43,0.63,1.62,16.71,21.95,23.13,5,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,30,C,4,LA1954,H,28,5/5/08,35.79,2.42,0.3,2.86,1.9,12.57,28.71,35.69,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,30,E,4,LA2891,H,28,5/5/08,22.18,0.73,0.86,0.48,0.63,3.58,12.61,11.51,5,107,-25.4,-70.4,660,S. chilense,Pepe
X,30,F,4,LA1316,H,28,5/5/08,30.98,0.63,0.79,2.28,2.3,19.28,32.42,33.93,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
X,30,G,4,LA2695,H,28,5/5/08,32.57,2.72,4.46,4.69,2.68,19.18,31.05,40.12,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,30,H,4,LA1691,H,28,5/5/08,26.61,2.89,4.58,5.1,3.07,14.55,36.48,44.27,5,127,-12.45,-75.925,3540,S. habrochaites,Pepe
X,30,I,4,LA2204,H,28,5/5/08,27.77,3.59,5.13,5.6,5.57,13.54,50.49,48.39,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
U,31,C,1,LA1305,L,28,5/5/08,23.1,4.79,2.16,1.34,0.64,1.53,14.12,11.11,4,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
U,31,D,1,LA1973,L,28,5/5/08,46.94,16.35,3.07,22.08,8.04,20.77,49.76,44.77,6,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
U,31,E,1,LA2748,L,28,5/5/08,13.24,7.94,3.78,17.1,9.62,19.66,44.06,41.39,5,105,-20.4833,-69.9833,1020,S. chilense,Pepe
U,31,F,1,LA2931,L,28,5/5/08,25.69,1.68,1.12,1.14,1.48,15.11,22.73,28.91,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
U,31,G,1,LA1317,L,28,5/5/08,28.62,4.41,16.46,16.42,6.5,23.38,44.73,54.4,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
U,31,H,1,LA361,L,28,5/5/08,30.87,16.77,17.32,11.79,0.44,26.5,49.33,54.44,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
U,31,I,1,LA2204,L,28,5/5/08,30.42,8.3,9.87,14.2,7.87,12.53,52.23,53.71,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
U,31,A,2,LA2167,L,28,5/5/08,30.93,2.63,1.58,1.6,,7.55,22.02,22.8,3,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,31,B,2,LA3788,L,28,5/5/08,53.42,8.23,5.81,6.78,3.45,24.19,32.78,46.77,5,112,-16.1383,-73.6428,480,S. pennellii,Pepe
U,31,C,2,LA1336,L,28,5/5/08,43.26,7.39,7.83,9.7,4.31,9.25,30.71,25.13,5,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
U,31,D,2,LA3795,L,28,5/5/08,29.81,6.17,9.44,10.22,6.52,17.81,41.02,45.23,6,123,-10.15,-77.35,3540,S. peruvianum,Pepe
U,31,E,2,LA2773,L,28,5/5/08,25.37,1.52,2.53,3.9,3.96,13.14,24.97,23.88,5,115,-18.2667,-69.5833,3260,S. chilense,Pepe
U,31,G,2,LA1318,L,28,5/5/08,30.5,7.72,14.7,15.42,5.74,21.64,44.67,46.9,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
U,31,H,2,LA1361,L,28,5/5/08,45.89,7.98,19.17,16.08,8.72,23.23,42.97,52.21,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
U,31,I,2,LA1954,L,28,5/5/08,27.32,5.17,5.81,8.22,5.17,13.84,25.12,31.77,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
U,31,A,3,LA1958,L,28,5/5/08,35.47,3,2.77,3.7,3,17.24,44.65,55.66,5,100,-17.25,-71.25,1336,S. chilense,Pepe
U,31,B,3,LA3791,L,28,5/5/08,36.96,4.14,5.93,7.79,2.14,18.01,33.02,34.33,4,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
U,31,C,3,LA1474,L,28,5/5/08,44.4,3.2,7.87,3.93,6.28,26.42,49.31,57.47,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
U,31,D,3,LA1958,L,28,5/5/08,33.88,5.23,1.15,7.62,8.28,23.18,45.59,46.89,7,100,-17.25,-71.25,1336,S. chilense,Pepe
U,31,F,3,LA1306,L,28,5/5/08,32.02,2.57,6.14,13.3,10.54,24.9,41.6,47.25,6,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
U,31,G,3,LA2663,L,28,5/5/08,29.55,3.48,10.62,12.2,6.05,20.16,41.01,52.04,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
U,31,H,3,LA1363,L,28,5/5/08,26.08,8.4,13.37,12.42,2.92,17.7,39.6,45.95,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
U,31,A,4,LA1474,L,28,5/5/08,39.66,1.47,1.36,7.21,3.67,17.47,37.86,47.77,5,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
U,31,B,4,LA446,L,28,5/5/08,32.44,7.58,9.77,7.54,9,19.92,34.07,38.89,6,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
U,31,C,4,LA1954,L,28,5/5/08,44.97,7.24,6.34,6.51,4.16,11.02,34.31,36.64,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
U,31,E,4,LA2891,L,28,5/5/08,23.83,3.69,1.09,4.6,2.3,12.14,34.33,44.73,5,107,-25.4,-70.4,660,S. chilense,Pepe
U,31,F,4,LA1316,L,28,5/5/08,49.87,3.64,1.82,8.04,5.91,25.05,53.76,56.95,6,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
U,31,G,4,LA2695,L,28,5/5/08,23.1,3.31,4.53,1.5,,11.82,26.29,29.27,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
U,31,H,4,LA2695,L,28,5/5/08,33.5,4.47,4.67,3.18,,6.69,27.34,19.87,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
U,31,I,4,LA2204,L,28,5/5/08,29.03,6.7,8.57,10.62,7.75,17.49,58.27,69.29,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
X,32,B,1,LA1361,H,28,5/5/08,29.08,1.32,3.62,5.79,3.46,17.3,34.08,37.8,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,32,D,1,LA1973,H,28,5/5/08,31.34,3.71,0.42,4.54,0.98,9.2,23.59,25.66,5,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
X,32,F,1,LA2931,H,28,5/5/08,33.98,0.97,0.32,0.32,0.97,10.1,21.22,27.26,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
X,32,G,1,LA1317,H,28,5/5/08,31.14,1.38,6.53,7.59,3.49,16.99,36.19,42.98,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
X,32,H,1,LA361,H,28,5/5/08,28.61,3.19,3.65,3.26,1.95,18.44,31.45,37.79,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
X,32,I,1,LA2204,H,28,5/5/08,30.81,6,4.31,7.08,5.42,29.06,37.58,53.38,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
X,32,A,2,LA2167,H,28,5/5/08,29.48,2.93,0.64,2.58,1.11,14.28,52.44,57.1,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,32,B,2,LA3788,H,28,5/5/08,18.09,0.57,0.77,0.87,0.91,5.97,20.57,20,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
X,32,C,2,LA1336,H,28,5/5/08,36.83,2.47,1.6,2.63,1.6,8.14,23,23.49,5,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
X,32,E,2,LA2773,H,28,5/5/08,33.51,0.79,0.84,1.28,1.86,11.34,37.79,46.84,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,32,F,2,LA2773,H,28,5/5/08,23.78,0.49,0.69,1.02,1.27,3.9,18.39,21.95,5,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,32,G,2,LA1318,H,28,5/5/08,29.56,1.41,3.35,1.9,1.74,6.4,22.04,18.24,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
X,32,H,2,LA1361,H,28,5/5/08,24.77,1.37,0.85,0.39,1.82,9.19,23.46,27.27,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,32,A,3,LA1958,H,28,5/5/08,23.06,4.32,1.69,4.31,5.28,21.99,49.81,66.77,7,100,-17.25,-71.25,1336,S. chilense,Pepe
X,32,B,3,LA3791,H,28,5/5/08,29.37,0.65,0.66,0.9,0.88,7.86,21.98,24.02,4,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
X,32,C,3,LA1474,H,28,5/5/08,38.33,2.11,0.57,1.67,1.7,11.47,19.53,27.83,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,32,D,3,LA1958,H,28,5/5/08,32.08,4.06,1.58,1.87,2.83,12.63,29.12,33.95,6,100,-17.25,-71.25,1336,S. chilense,Pepe
X,32,E,3,LA2884,H,28,5/5/08,36.49,1.38,0.58,1.42,0.45,6.42,31.11,41.77,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
X,32,F,3,LA1306,H,28,5/5/08,20.12,1.98,0.54,4.07,4.28,21.43,32,41.2,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
X,32,G,3,LA2663,H,28,5/5/08,28.23,0.77,3.03,1.61,1.11,5.63,23.38,22.45,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
X,32,H,3,LA1363,H,28,5/5/08,25.92,4.67,4.54,3.78,2.85,14.24,26.79,38.11,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
X,32,I,3,LA2167,H,28,5/5/08,22.64,2.16,2.42,1.98,1.69,12.4,33.76,34.21,5,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,32,B,4,LA446,H,28,5/5/08,22.36,0.62,7.58,0.65,1.54,11.69,27.75,29.08,5,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
X,32,C,4,LA1954,H,28,5/5/08,36.85,3.19,0.52,3.64,3.87,8.77,27.54,34.76,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,32,D,4,LA1969,H,28,5/5/08,11.01,0.47,0.57,0.69,0.85,5.33,10.81,12.45,4,124,-17.5333,-70.0333,3015,S. chilense,Pepe
X,32,E,4,LA2891,H,28,5/5/08,26.77,2.33,0.58,2.91,3.1,3.11,26.93,31.68,5,107,-25.4,-70.4,660,S. chilense,Pepe
X,32,F,4,LA1316,H,28,5/5/08,52.49,2.61,0.79,1.46,0.71,12.57,32.64,25.08,4,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
X,32,G,4,LA2695,H,28,5/5/08,27.6,1.57,1.58,1.83,0.91,11.36,22.78,23.87,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,32,H,4,LA2695,H,28,5/5/08,19.58,2.35,5.54,4.45,1.56,12.48,33.38,29.88,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,32,I,4,LA2204,H,28,5/5/08,17.74,3.14,0.72,5.77,4.36,23.15,37.33,45.11,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
U,33,B,1,LA1361,L,28,5/5/08,29,7.65,5.55,3.31,2.66,13.82,26.71,29.49,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
U,33,F,1,LA2931,L,28,5/5/08,44.08,3.08,5.37,3.95,6.52,18.88,50.8,50.98,5,106,-20.9167,-69.0667,2460,S. chilense,Pepe
U,33,G,1,LA1317,L,28,5/5/08,43.82,6.2,7.76,6.19,5.07,17.91,43.87,49.34,5,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
U,33,H,1,LA361,L,28,5/5/08,42.62,12.12,11.64,6.52,7.86,26.2,46.28,58.2,6,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
U,33,I,1,LA2204,L,28,5/5/08,30.63,4.41,5.45,9.72,5.94,11.51,33.25,34.29,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
U,33,A,2,LA2167,L,28,5/5/08,40.68,2.83,1.92,2.8,3.45,12.72,35.81,44.59,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,33,C,2,LA1336,L,28,5/5/08,52.9,10.9,10.79,11.34,12.24,25.2,39.01,43.22,6,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
U,33,D,2,LA3795,L,28,5/5/08,38.49,8.04,15.13,9,,10.35,36.16,38.44,4,123,-10.15,-77.35,3540,S. peruvianum,Pepe
U,33,E,2,LA2773,L,28,5/5/08,30.37,3.33,1.86,5.64,10.02,16.16,29.26,28.62,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
U,33,F,2,LA2773,L,28,5/5/08,42.26,11.55,1.25,12.66,10.85,14.88,31.38,38.11,6,115,-18.2667,-69.5833,3260,S. chilense,Pepe
U,33,G,2,LA1318,L,28,5/5/08,30.68,4.47,8.18,5.63,2.97,14.12,34.61,35.25,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
U,33,H,2,LA1361,L,28,5/5/08,41.75,6.27,9.14,12.39,16.92,35,34.47,55.22,7,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
U,33,I,2,LA1954,L,28,5/5/08,24.12,8.91,6.65,6.55,3.2,7.31,19.5,21.04,4,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
U,33,C,3,LA1474,L,28,5/5/08,50.91,4.66,7.99,6.57,8.26,15.42,41.07,44.37,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
U,33,D,3,LA1958,L,28,5/5/08,37.94,3.69,2.71,3.74,4.61,19.55,43.88,47.42,5,100,-17.25,-71.25,1336,S. chilense,Pepe
U,33,E,3,LA2884,L,28,5/5/08,37,4.9,1.81,10.15,9.31,8.18,37.6,50.04,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
U,33,F,3,LA1306,L,28,5/5/08,25.38,2.66,0.77,16.23,10.79,33.26,39.24,53.21,6,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
U,33,G,3,LA2663,L,28,5/5/08,27.87,3.85,7.01,6.04,6.45,16.89,46.65,46.49,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
U,33,H,3,LA1363,L,28,5/5/08,26.21,9.8,12.76,9.97,4.04,19.63,37.58,52.68,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
U,33,I,3,LA2167,L,28,5/5/08,28.76,3.4,5.28,10.02,9.55,26.45,51.92,65.83,7,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,33,C,4,LA1954,L,28,5/5/08,34.66,9.82,7.97,9.5,6.16,25.81,50.57,60.29,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
U,33,D,4,LA1969,L,28,5/5/08,28.05,0.27,0.38,7.04,5.37,11.5,25.74,27.51,5,124,-17.5333,-70.0333,3015,S. chilense,Pepe
U,33,E,4,LA2891,L,28,5/5/08,47,10.5,6.51,10.53,6.02,10.59,46.55,60.44,5,107,-25.4,-70.4,660,S. chilense,Pepe
U,33,F,4,LA1316,L,28,5/5/08,38.75,1.96,7.67,8.44,6.08,26.02,52.93,59.84,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
U,33,G,4,LA2695,L,28,5/5/08,32.91,4.75,8.14,5.58,6.25,16.01,42.89,52.05,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
U,33,H,4,LA2695,L,28,5/5/08,30.14,2.98,9.88,8.81,7.41,20.5,41.27,43.79,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
U,33,I,4,LA2204,L,28,5/5/08,28.78,2.76,0.68,7.61,5.54,23.13,40.01,46.9,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
X,34,B,1,LA1361,H,28,5/5/08,33.81,2.39,2.58,5.12,1.7,11.06,24.3,25.15,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,34,C,1,LA1305,H,28,5/5/08,22.93,2.81,1.86,4.81,1.52,8.55,32.18,28.92,4,120,-13.3833,-75.3583,3360,S. peruvianum,Pepe
X,34,D,1,LA1973,H,28,5/5/08,43.67,6.18,5.11,3.5,0.91,12.14,28.36,34.59,4,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
X,34,G,1,LA1317,H,28,5/5/08,37.01,2.52,8.64,7.12,2.05,11.68,36.48,39.26,4,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
X,34,H,1,LA361,H,28,5/5/08,30.9,8.01,7.07,5.9,3.95,9.88,46.78,46.21,5,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
X,34,I,1,LA2204,H,28,5/5/08,21.62,6.51,5.46,8.08,11.26,13.42,54.89,44.78,6,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
X,34,A,2,LA2167,H,28,5/5/08,28.09,1.62,5.2,7.4,4.9,28.81,34.01,38.27,7,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,34,B,2,LA3788,H,28,5/5/08,16.76,1.01,0.58,1.17,1.15,14.66,27.27,31.33,5,112,-16.1383,-73.6428,480,S. pennellii,Pepe
X,34,C,2,LA1336,H,28,5/5/08,25.41,2.31,3.23,4.43,1.56,11.22,39.78,29.22,5,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
X,34,D,2,LA3795,H,28,5/5/08,18.33,0.21,0.39,0.14,0.17,3.06,11.66,16.75,3,123,-10.15,-77.35,3540,S. peruvianum,Pepe
X,34,E,2,LA2773,H,28,5/5/08,34.56,1.54,0.77,1.08,0.82,10.98,25.34,28.31,5,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,34,G,2,LA1318,H,28,5/5/08,25.98,4.56,7.29,8.3,2.47,14.74,36.33,42.53,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
X,34,H,2,LA1361,H,28,5/5/08,25.63,7.15,4.67,5.55,3.52,16.72,27.44,35.82,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,34,I,2,LA1954,H,28,5/5/08,29.19,4.43,0.29,4.15,2.31,10.38,35.44,26.91,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,34,A,3,LA1958,H,28,5/5/08,37.1,2.43,0.43,2.23,4.16,14.05,36.68,36.01,6,100,-17.25,-71.25,1336,S. chilense,Pepe
X,34,B,3,LA3791,H,28,5/5/08,18.1,0.72,0.89,0.55,0.88,10.4,22.79,29.89,5,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
X,34,C,3,LA1474,H,28,5/5/08,41.81,3.3,7.35,3.64,2.67,21.64,32.55,39.19,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,34,D,3,LA1958,H,28,5/5/08,41.3,1.77,1.17,0.67,0.78,9.16,27.19,23.4,4,100,-17.25,-71.25,1336,S. chilense,Pepe
X,34,E,3,LA2884,H,28,5/5/08,24.42,1.25,0.5,2.73,1.63,8.17,26.37,36.39,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
X,34,F,3,LA1306,H,28,5/5/08,28.81,1.22,3.29,4.4,3.46,17.2,28.7,34.49,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
X,34,G,3,LA2663,H,28,5/5/08,30.72,1.92,5.53,3.29,1.74,10.89,29.87,33.41,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
X,34,H,3,LA1363,H,28,5/5/08,27.22,1.65,7.55,4.57,4.12,9.96,47.99,40,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
X,34,I,3,LA2167,H,28,5/5/08,30.79,1.99,1.81,6.04,3.92,11.86,35.06,39.88,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,34,A,4,LA1474,H,28,5/5/08,61.35,7.54,3.45,3.77,2.86,19.32,31.46,32,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,34,B,4,LA446,H,28,5/5/08,41.46,3.49,0.65,4.77,5.48,16.27,32.63,40.62,6,124,-15.7833,-74.3917,2240,S. peruvianum,Pepe
X,34,C,4,LA1954,H,28,5/5/08,33.9,3.19,2.67,4.98,2.92,17.57,29,36.31,5,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
X,34,D,4,LA1969,H,28,5/5/08,25.3,0.52,0.73,0.86,0.52,4.39,23.77,22.46,5,124,-17.5333,-70.0333,3015,S. chilense,Pepe
X,34,E,4,LA2891,H,28,5/5/08,31.71,0.79,1.25,1.7,0.65,5.89,23.02,30.01,4,107,-25.4,-70.4,660,S. chilense,Pepe
X,34,F,4,LA1316,H,28,5/5/08,28.46,1.5,2.09,2.37,1.67,13.16,39.22,37.7,5,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
X,34,G,4,LA2695,H,28,5/5/08,23.77,1.92,5.77,4.13,2.56,13.59,35.3,35.56,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,34,H,4,LA2695,H,28,5/5/08,28.36,1.7,5.44,6.07,2.05,15.04,27.56,28.87,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,34,I,4,LA2204,H,28,5/5/08,31.44,4,4.06,5.57,3.35,20.49,37.97,46.03,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
U,35,D,1,LA1973,L,28,5/5/08,40.54,19.18,6.78,16.83,7.56,20.34,45.01,59.35,6,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
U,35,G,1,LA1317,L,28,5/5/08,36.76,9.13,9.08,15.69,17.58,31.27,53.7,59.11,6,132,-13.4167,-73.8417,2000,S. chmielewskii,Pepe
U,35,H,1,LA361,L,28,5/5/08,35.34,10.79,9.35,13.24,10.69,18.22,59.18,44.81,6,111,-11.5667,-76.73,1840,S. habrochaites,Pepe
U,35,I,1,LA2204,L,28,5/5/08,34.64,5.5,9.83,12.8,8.07,16.69,56.56,58.74,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
U,35,A,2,LA2167,L,28,5/5/08,23.24,3.98,10.86,10.97,14.24,25.58,57.11,50.97,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,35,B,2,LA3788,L,28,5/5/08,29.51,9.28,15.32,12.54,10.16,32.49,35.79,40.24,6,112,-16.1383,-73.6428,480,S. pennellii,Pepe
U,35,C,2,LA1336,L,28,5/5/08,48.81,8.29,4.95,6.37,2.85,13.59,20.87,25.42,5,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
U,35,D,2,LA3795,L,28,5/5/08,34.71,10.68,6.1,12.76,6.26,11.88,42.72,44.86,5,123,-10.15,-77.35,3540,S. peruvianum,Pepe
U,35,F,2,LA3788,L,28,5/5/08,26.45,8.25,8.94,3.19,,13.87,22.44,24.13,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
U,35,G,2,LA1318,L,28,5/5/08,28.62,5.42,6.76,9.31,3.32,14.6,30.45,36.21,4,136,-13.6833,-72.9583,2300,S. chmielewskii,Pepe
U,35,H,2,LA1361,L,28,5/5/08,38.55,4.47,5.41,12.02,11.11,16.56,48.31,44.77,6,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
Z,35,I,2,LA1912,H,28,5/5/08,40.1,3.25,0.88,5.03,3.06,28.34,28.18,33.18,7,106,-14.4492,-75.2203,620,S. pennellii,Pepe
U,35,I,2,LA1912,L,28,5/5/08,36.02,4.12,3.29,6.81,3.27,11.94,20.13,24.59,5,106,-14.4492,-75.2203,620,S. pennellii,Pepe
U,35,A,3,LA1969,L,28,5/5/08,20.33,3.51,0.51,22.94,14.1,17.71,27.94,28.44,6,124,-17.5333,-70.0333,3015,S. chilense,Pepe
U,35,B,3,LA3791,L,28,5/5/08,26.03,4.7,3.15,13.28,5.72,22.63,35.72,48.27,5,110,-15.7878,-73.3939,1935,S. pennellii,Pepe
U,35,C,3,LA1474,L,28,5/5/08,28.52,14.58,12.59,8.48,9.51,20.99,44.17,43.64,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
U,35,D,3,LA1958,L,28,5/5/08,39.3,12.29,2,18.51,8.6,12.58,34.03,35.5,6,100,-17.25,-71.25,1336,S. chilense,Pepe
